Oct. 26, 2023   15:07:46
0.749, -4.250e-7
0.750, -4.251e-7
0.751, -4.280e-7
0.752, -4.275e-7
0.753, -4.277e-7
0.754, -4.296e-7
0.755, -4.282e-7
0.756, -4.285e-7
0.757, -4.307e-7
0.758, -4.304e-7
0.759, -4.301e-7
0.760, -4.309e-7
0.761, -4.321e-7
0.762, -4.330e-7
0.763, -4.335e-7
0.764, -4.337e-7
0.765, -4.341e-7
0.766, -4.352e-7
0.767, -4.360e-7
0.768, -4.335e-7
0.769, -4.360e-7
0.770, -4.377e-7
0.771, -4.377e-7
0.772, -4.383e-7
0.773, -4.406e-7
0.774, -4.379e-7
0.775, -4.397e-7
0.776, -4.420e-7
0.777, -4.410e-7
0.778, -4.421e-7
0.779, -4.419e-7
0.780, -4.428e-7
0.781, -4.432e-7
0.782, -4.436e-7
0.783, -4.461e-7
0.784, -4.464e-7
0.785, -4.458e-7
0.786, -4.475e-7
0.787, -4.470e-7
0.788, -4.473e-7
0.789, -4.502e-7
0.790, -4.490e-7
0.791, -4.492e-7
0.792, -4.517e-7
0.793, -4.514e-7
0.794, -4.532e-7
0.795, -4.540e-7
0.796, -4.540e-7
0.797, -4.547e-7
0.798, -4.543e-7
0.799, -4.557e-7
0.800, -4.551e-7
0.801, -4.572e-7
0.802, -4.593e-7
0.803, -4.585e-7
0.804, -4.591e-7
0.805, -4.602e-7
0.806, -4.595e-7
0.807, -4.613e-7
0.808, -4.634e-7
0.809, -4.632e-7
0.810, -4.625e-7
0.811, -4.631e-7
0.812, -4.646e-7
0.813, -4.661e-7
0.814, -4.658e-7
0.815, -4.691e-7
0.816, -4.678e-7
0.817, -4.689e-7
0.818, -4.702e-7
0.819, -4.679e-7
0.820, -4.675e-7
0.821, -4.722e-7
0.822, -4.722e-7
0.823, -4.722e-7
0.824, -4.750e-7
0.825, -4.753e-7
0.826, -4.760e-7
0.827, -4.769e-7
0.828, -4.776e-7
0.829, -4.783e-7
0.830, -4.793e-7
0.831, -4.798e-7
0.832, -4.794e-7
0.833, -4.797e-7
0.834, -4.838e-7
0.835, -4.830e-7
0.836, -4.840e-7
0.837, -4.870e-7
0.838, -4.852e-7
0.839, -4.855e-7
0.840, -4.885e-7
0.841, -4.891e-7
0.842, -4.894e-7
0.843, -4.912e-7
0.844, -4.913e-7
0.845, -4.927e-7
0.846, -4.934e-7
0.847, -4.944e-7
0.848, -4.951e-7
0.849, -4.961e-7
0.850, -4.977e-7
0.851, -4.972e-7
0.852, -4.980e-7
0.853, -5.005e-7
0.854, -4.996e-7
0.855, -5.012e-7
0.856, -5.034e-7
0.857, -5.025e-7
0.858, -5.031e-7
0.859, -5.047e-7
0.860, -5.059e-7
0.861, -5.064e-7
0.862, -5.081e-7
0.863, -5.101e-7
0.864, -5.092e-7
0.865, -5.098e-7
0.866, -5.122e-7
0.867, -5.126e-7
0.868, -5.125e-7
0.869, -5.149e-7
0.870, -5.158e-7
0.871, -5.142e-7
0.872, -5.178e-7
0.873, -5.182e-7
0.874, -5.200e-7
0.875, -5.206e-7
0.876, -5.219e-7
0.877, -5.228e-7
0.878, -5.235e-7
0.879, -5.256e-7
0.880, -5.242e-7
0.881, -5.256e-7
0.882, -5.286e-7
0.883, -5.287e-7
0.884, -5.292e-7
0.885, -5.326e-7
0.886, -5.321e-7
0.887, -5.321e-7
0.888, -5.339e-7
0.889, -5.344e-7
0.890, -5.368e-7
0.891, -5.375e-7
0.892, -5.387e-7
0.893, -5.399e-7
0.894, -5.402e-7
0.895, -5.419e-7
0.896, -5.451e-7
0.897, -5.434e-7
0.898, -5.474e-7
0.899, -5.451e-7
0.900, -5.472e-7
0.901, -5.492e-7
0.902, -5.490e-7
0.903, -5.490e-7
0.904, -5.519e-7
0.905, -5.528e-7
0.906, -5.541e-7
0.907, -5.556e-7
0.908, -5.569e-7
0.909, -5.557e-7
0.910, -5.575e-7
0.911, -5.607e-7
0.912, -5.602e-7
0.913, -5.605e-7
0.914, -5.635e-7
0.915, -5.630e-7
0.916, -5.633e-7
0.917, -5.675e-7
0.918, -5.678e-7
0.919, -5.681e-7
0.920, -5.696e-7
0.921, -5.711e-7
0.922, -5.694e-7
0.923, -5.733e-7
0.924, -5.731e-7
0.925, -5.744e-7
0.926, -5.764e-7
0.927, -5.782e-7
0.928, -5.785e-7
0.929, -5.790e-7
0.930, -5.821e-7
0.931, -5.832e-7
0.932, -5.830e-7
0.933, -5.860e-7
0.934, -5.858e-7
0.935, -5.856e-7
0.936, -5.892e-7
0.937, -5.885e-7
0.938, -5.912e-7
0.939, -5.928e-7
0.940, -5.945e-7
0.941, -5.944e-7
0.942, -5.948e-7
0.943, -5.974e-7
0.944, -5.970e-7
0.945, -5.988e-7
0.946, -6.018e-7
0.947, -6.029e-7
0.948, -6.048e-7
0.949, -6.053e-7
0.950, -6.061e-7
0.951, -6.068e-7
0.952, -6.090e-7
0.953, -6.097e-7
0.954, -6.099e-7
0.955, -6.121e-7
0.956, -6.111e-7
0.957, -6.160e-7
0.958, -6.154e-7
0.959, -5.665e-7
0.960, -6.568e-7
0.961, -6.236e-7
0.962, -6.224e-7
0.963, -6.212e-7
0.964, -6.222e-7
0.965, -6.261e-7
0.966, -6.251e-7
0.967, -6.269e-7
0.968, -6.294e-7
0.969, -6.286e-7
0.970, -6.319e-7
0.971, -6.324e-7
0.972, -6.327e-7
0.973, -6.323e-7
0.974, -6.338e-7
0.975, -6.377e-7
0.976, -6.381e-7
0.977, -6.386e-7
0.978, -6.415e-7
0.979, -6.414e-7
0.980, -6.425e-7
0.981, -6.451e-7
0.982, -6.446e-7
0.983, -6.467e-7
0.984, -6.499e-7
0.985, -6.485e-7
0.986, -6.501e-7
0.987, -6.512e-7
0.988, -6.538e-7
0.989, -6.539e-7
0.990, -6.555e-7
0.991, -6.577e-7
0.992, -6.588e-7
0.993, -6.588e-7
0.994, -6.626e-7
0.995, -6.624e-7
0.996, -6.632e-7
0.997, -6.654e-7
0.998, -6.666e-7
0.999, -6.681e-7
1.000, -6.690e-7
1.001, -6.691e-7
1.002, -6.705e-7
1.003, -6.723e-7
1.004, -6.750e-7
1.005, -6.750e-7
1.006, -6.770e-7
1.007, -6.777e-7
1.008, -6.791e-7
1.009, -6.790e-7
1.010, -6.833e-7
1.011, -6.815e-7
1.012, -6.826e-7
1.013, -6.866e-7
1.014, -6.877e-7
1.015, -6.881e-7
1.016, -6.898e-7
1.017, -6.892e-7
1.018, -6.906e-7
1.019, -6.929e-7
1.020, -6.951e-7
1.021, -6.948e-7
1.022, -6.963e-7
1.023, -6.991e-7
1.024, -6.968e-7
1.025, -6.979e-7
1.026, -7.026e-7
1.027, -7.031e-7
1.028, -7.040e-7
1.029, -7.071e-7
1.030, -7.064e-7
1.031, -7.080e-7
1.032, -7.098e-7
1.033, -7.100e-7
1.034, -7.113e-7
1.035, -7.126e-7
1.036, -7.150e-7
1.037, -7.154e-7
1.038, -7.158e-7
1.039, -7.197e-7
1.040, -7.185e-7
1.041, -7.195e-7
1.042, -7.229e-7
1.043, -7.226e-7
1.044, -7.233e-7
1.045, -7.277e-7
1.046, -7.270e-7
1.047, -7.278e-7
1.048, -7.288e-7
1.049, -7.301e-7
1.050, -7.349e-7
1.051, -7.344e-7
1.052, -7.347e-7
1.053, -7.344e-7
1.054, -7.373e-7
1.055, -7.404e-7
1.056, -7.384e-7
1.057, -7.387e-7
1.058, -7.431e-7
1.059, -7.418e-7
1.060, -7.441e-7
1.061, -7.469e-7
1.062, -7.458e-7
1.063, -7.474e-7
1.064, -7.514e-7
1.065, -7.506e-7
1.066, -7.514e-7
1.067, -7.531e-7
1.068, -7.554e-7
1.069, -7.547e-7
1.070, -7.566e-7
1.071, -7.576e-7
1.072, -7.586e-7
1.073, -7.599e-7
1.074, -7.630e-7
1.075, -7.613e-7
1.076, -7.612e-7
1.077, -7.664e-7
1.078, -7.662e-7
1.079, -7.653e-7
1.080, -7.693e-7
1.081, -7.707e-7
1.082, -7.703e-7
1.083, -7.731e-7
1.084, -7.756e-7
1.085, -7.754e-7
1.086, -7.750e-7
1.087, -7.777e-7
1.088, -7.783e-7
1.089, -7.784e-7
1.090, -7.828e-7
1.091, -7.807e-7
1.092, -7.822e-7
1.093, -7.860e-7
1.094, -7.873e-7
1.095, -7.867e-7
1.096, -7.881e-7
1.097, -7.897e-7
1.098, -7.903e-7
1.099, -7.919e-7
1.100, -7.946e-7
1.101, -7.968e-7
1.102, -7.950e-7
1.103, -7.964e-7
1.104, -7.974e-7
1.105, -7.990e-7
1.106, -8.021e-7
1.107, -8.018e-7
1.108, -8.031e-7
1.109, -8.052e-7
1.110, -8.056e-7
1.111, -8.064e-7
1.112, -8.075e-7
1.113, -8.085e-7
1.114, -8.089e-7
1.115, -8.120e-7
1.116, -8.125e-7
1.117, -8.141e-7
1.118, -8.154e-7
1.119, -8.183e-7
1.120, -8.169e-7
1.121, -8.184e-7
1.122, -8.232e-7
1.123, -8.211e-7
1.124, -8.226e-7
1.125, -8.248e-7
1.126, -8.245e-7
1.127, -8.236e-7
1.128, -8.280e-7
1.129, -8.287e-7
1.130, -8.300e-7
1.131, -8.303e-7
1.132, -8.336e-7
1.133, -8.337e-7
1.134, -8.360e-7
1.135, -8.368e-7
1.136, -8.364e-7
1.137, -8.367e-7
1.138, -8.419e-7
1.139, -8.399e-7
1.140, -8.411e-7
1.141, -8.453e-7
1.142, -8.447e-7
1.143, -8.481e-7
1.144, -8.476e-7
1.145, -8.481e-7
1.146, -8.493e-7
1.147, -8.510e-7
1.148, -8.539e-7
1.149, -8.537e-7
1.150, -8.548e-7
1.151, -8.585e-7
1.152, -8.585e-7
1.153, -8.586e-7
1.154, -8.612e-7
1.155, -8.616e-7
1.156, -8.625e-7
1.157, -8.661e-7
1.158, -8.646e-7
1.159, -8.674e-7
1.160, -8.698e-7
1.161, -8.693e-7
1.162, -8.696e-7
1.163, -8.738e-7
1.164, -8.748e-7
1.165, -8.716e-7
1.166, -8.759e-7
1.167, -8.785e-7
1.168, -8.785e-7
1.169, -8.796e-7
1.170, -8.841e-7
1.171, -8.830e-7
1.172, -8.830e-7
1.173, -8.859e-7
1.174, -8.867e-7
1.175, -8.882e-7
1.176, -8.899e-7
1.177, -8.903e-7
1.178, -8.913e-7
1.179, -8.940e-7
1.180, -8.948e-7
1.181, -8.950e-7
1.182, -8.967e-7
1.183, -9.015e-7
1.184, -9.010e-7
1.185, -9.010e-7
1.186, -9.061e-7
1.187, -9.060e-7
1.188, -9.057e-7
1.189, -9.095e-7
1.190, -9.101e-7
1.191, -9.095e-7
1.192, -9.117e-7
1.193, -9.136e-7
1.194, -9.148e-7
1.195, -9.164e-7
1.196, -9.187e-7
1.197, -9.187e-7
1.198, -9.207e-7
1.199, -9.242e-7
1.200, -7.985e-7
1.199, -4.613e-7
1.198, -3.535e-7
1.197, -3.175e-7
1.196, -2.945e-7
1.195, -2.716e-7
1.194, -2.531e-7
1.193, -2.361e-7
1.192, -2.192e-7
1.191, -2.063e-7
1.190, -1.928e-7
1.189, -1.779e-7
1.188, -1.663e-7
1.187, -1.536e-7
1.186, -1.437e-7
1.185, -1.310e-7
1.184, -1.234e-7
1.183, -1.144e-7
1.182, -1.041e-7
1.181, -9.626e-8
1.180, -8.713e-8
1.179, -7.702e-8
1.178, -7.236e-8
1.177, -6.637e-8
1.176, -5.562e-8
1.175, -5.010e-8
1.174, -4.396e-8
1.173, -3.653e-8
1.172, -3.011e-8
1.171, -2.511e-8
1.170, -1.969e-8
1.169, -1.306e-8
1.168, -7.881e-9
1.167, -3.867e-9
1.166, 2.146e-9
1.165, 6.762e-9
1.164, 1.238e-8
1.163, 1.640e-8
1.162, 1.959e-8
1.161, 2.515e-8
1.160, 3.102e-8
1.159, 3.192e-8
1.158, 3.508e-8
1.157, 4.137e-8
1.156, 4.478e-8
1.155, 4.859e-8
1.154, 5.160e-8
1.153, 5.635e-8
1.152, 5.916e-8
1.151, 6.165e-8
1.150, 6.619e-8
1.149, 6.903e-8
1.148, 7.144e-8
1.147, 7.508e-8
1.146, 7.677e-8
1.145, 7.766e-8
1.144, 8.387e-8
1.143, 8.498e-8
1.142, 8.657e-8
1.141, 9.027e-8
1.140, 9.304e-8
1.139, 9.396e-8
1.138, 9.676e-8
1.137, 1.005e-7
1.136, 1.017e-7
1.135, 1.033e-7
1.134, 1.079e-7
1.133, 1.072e-7
1.132, 1.081e-7
1.131, 1.137e-7
1.130, 1.151e-7
1.129, 1.168e-7
1.128, 1.194e-7
1.127, 1.194e-7
1.126, 1.195e-7
1.125, 1.240e-7
1.124, 1.252e-7
1.123, 1.270e-7
1.122, 1.289e-7
1.121, 1.310e-7
1.120, 1.320e-7
1.119, 1.325e-7
1.118, 1.370e-7
1.117, 1.375e-7
1.116, 1.370e-7
1.115, 1.412e-7
1.114, 1.414e-7
1.113, 1.401e-7
1.112, 1.447e-7
1.111, 1.459e-7
1.110, 1.473e-7
1.109, 1.491e-7
1.108, 1.494e-7
1.107, 1.506e-7
1.106, 1.519e-7
1.105, 1.547e-7
1.104, 1.541e-7
1.103, 1.550e-7
1.102, 1.569e-7
1.101, 1.585e-7
1.100, 1.603e-7
1.099, 1.619e-7
1.098, 1.615e-7
1.097, 1.620e-7
1.096, 1.656e-7
1.095, 1.642e-7
1.094, 1.660e-7
1.093, 1.683e-7
1.092, 1.672e-7
1.091, 1.688e-7
1.090, 1.694e-7
1.089, 1.706e-7
1.088, 1.711e-7
1.087, 1.716e-7
1.086, 1.745e-7
1.085, 1.746e-7
1.084, 1.736e-7
1.083, 1.776e-7
1.082, 1.769e-7
1.081, 1.781e-7
1.080, 1.801e-7
1.079, 1.784e-7
1.078, 1.801e-7
1.077, 1.811e-7
1.076, 1.817e-7
1.075, 1.810e-7
1.074, 1.834e-7
1.073, 1.846e-7
1.072, 1.850e-7
1.071, 1.852e-7
1.070, 1.875e-7
1.069, 1.867e-7
1.068, 1.861e-7
1.067, 1.891e-7
1.066, 1.898e-7
1.065, 1.896e-7
1.064, 1.911e-7
1.063, 1.911e-7
1.062, 1.907e-7
1.061, 1.926e-7
1.060, 1.928e-7
1.059, 1.936e-7
1.058, 1.938e-7
1.057, 1.962e-7
1.056, 1.960e-7
1.055, 1.948e-7
1.054, 1.971e-7
1.053, 1.981e-7
1.052, 1.977e-7
1.051, 2.003e-7
1.050, 1.994e-7
1.049, 2.005e-7
1.048, 2.023e-7
1.047, 2.012e-7
1.046, 2.001e-7
1.045, 2.015e-7
1.044, 2.030e-7
1.043, 2.037e-7
1.042, 2.040e-7
1.041, 2.037e-7
1.040, 2.059e-7
1.039, 2.047e-7
1.038, 2.066e-7
1.037, 2.060e-7
1.036, 2.065e-7
1.035, 2.076e-7
1.034, 2.084e-7
1.033, 2.075e-7
1.032, 2.101e-7
1.031, 2.090e-7
1.030, 2.084e-7
1.029, 2.116e-7
1.028, 2.106e-7
1.027, 2.113e-7
1.026, 2.108e-7
1.025, 2.123e-7
1.024, 2.107e-7
1.023, 2.107e-7
1.022, 2.141e-7
1.021, 2.132e-7
1.020, 2.139e-7
1.019, 2.158e-7
1.018, 2.148e-7
1.017, 2.148e-7
1.016, 2.165e-7
1.015, 2.151e-7
1.014, 2.155e-7
1.013, 2.171e-7
1.012, 2.171e-7
1.011, 2.161e-7
1.010, 2.177e-7
1.009, 2.205e-7
1.008, 2.198e-7
1.007, 2.196e-7
1.006, 2.201e-7
1.005, 2.197e-7
1.004, 2.196e-7
1.003, 2.215e-7
1.002, 2.192e-7
1.001, 2.209e-7
1.000, 2.222e-7
0.999, 2.205e-7
0.998, 2.237e-7
0.997, 2.234e-7
0.996, 2.233e-7
0.995, 2.239e-7
0.994, 2.244e-7
0.993, 2.238e-7
0.992, 2.235e-7
0.991, 2.244e-7
0.990, 2.265e-7
0.989, 2.262e-7
0.988, 2.244e-7
0.987, 2.271e-7
0.986, 2.257e-7
0.985, 2.254e-7
0.984, 2.277e-7
0.983, 2.269e-7
0.982, 2.271e-7
0.981, 2.286e-7
0.980, 2.278e-7
0.979, 2.273e-7
0.978, 2.282e-7
0.977, 2.298e-7
0.976, 2.296e-7
0.975, 2.286e-7
0.974, 2.310e-7
0.973, 2.287e-7
0.972, 2.282e-7
0.971, 2.309e-7
0.970, 2.320e-7
0.969, 2.304e-7
0.968, 2.315e-7
0.967, 2.318e-7
0.966, 2.312e-7
0.965, 2.325e-7
0.964, 2.329e-7
0.963, 2.331e-7
0.962, 2.324e-7
0.961, 2.341e-7
0.960, 2.324e-7
0.959, 2.323e-7
0.958, 2.351e-7
0.957, 2.342e-7
0.956, 2.337e-7
0.955, 2.370e-7
0.954, 2.345e-7
0.953, 2.341e-7
0.952, 2.363e-7
0.951, 2.351e-7
0.950, 2.365e-7
0.949, 2.372e-7
0.948, 2.364e-7
0.947, 2.374e-7
0.946, 2.378e-7
0.945, 2.375e-7
0.944, 2.374e-7
0.943, 2.365e-7
0.942, 2.390e-7
0.941, 2.388e-7
0.940, 2.374e-7
0.939, 2.384e-7
0.938, 2.382e-7
0.937, 2.377e-7
0.936, 2.404e-7
0.935, 2.392e-7
0.934, 2.380e-7
0.933, 2.398e-7
0.932, 2.398e-7
0.931, 2.401e-7
0.930, 2.411e-7
0.929, 2.409e-7
0.928, 2.395e-7
0.927, 2.400e-7
0.926, 2.427e-7
0.925, 2.411e-7
0.924, 2.410e-7
0.923, 2.436e-7
0.922, 2.406e-7
0.921, 2.386e-7
0.920, 2.431e-7
0.919, 2.426e-7
0.918, 2.420e-7
0.917, 2.426e-7
0.916, 2.438e-7
0.915, 2.427e-7
0.914, 2.435e-7
0.913, 2.442e-7
0.912, 2.434e-7
0.911, 2.434e-7
0.910, 2.457e-7
0.909, 2.425e-7
0.908, 2.423e-7
0.907, 2.468e-7
0.906, 2.447e-7
0.905, 2.443e-7
0.904, 2.457e-7
0.903, 2.455e-7
0.902, 2.451e-7
0.901, 2.465e-7
0.900, 2.472e-7
0.899, 2.451e-7
0.898, 2.463e-7
0.897, 2.467e-7
0.896, 2.471e-7
0.895, 2.473e-7
0.894, 2.493e-7
0.893, 2.464e-7
0.892, 2.486e-7
0.891, 2.483e-7
0.890, 2.480e-7
0.889, 2.473e-7
0.888, 2.479e-7
0.887, 2.489e-7
0.886, 2.483e-7
0.885, 2.481e-7
0.884, 2.491e-7
0.883, 2.479e-7
0.882, 2.477e-7
0.881, 2.492e-7
0.880, 2.498e-7
0.879, 2.494e-7
0.878, 2.504e-7
0.877, 2.489e-7
0.876, 2.503e-7
0.875, 2.505e-7
0.874, 2.512e-7
0.873, 2.503e-7
0.872, 2.517e-7
0.871, 2.500e-7
0.870, 2.485e-7
0.869, 2.510e-7
0.868, 2.515e-7
0.867, 2.506e-7
0.866, 2.526e-7
0.865, 2.520e-7
0.864, 2.516e-7
0.863, 2.514e-7
0.862, 2.538e-7
0.861, 2.527e-7
0.860, 2.533e-7
0.859, 2.547e-7
0.858, 2.518e-7
0.857, 2.510e-7
0.856, 2.537e-7
0.855, 2.533e-7
0.854, 2.533e-7
0.853, 2.543e-7
0.852, 2.546e-7
0.851, 2.536e-7
0.850, 2.542e-7
0.849, 2.559e-7
0.848, 2.562e-7
0.847, 2.542e-7
0.846, 2.554e-7
0.845, 2.555e-7
0.844, 2.562e-7
0.843, 2.565e-7
0.842, 2.551e-7
0.841, 2.555e-7
0.840, 2.563e-7
0.839, 2.553e-7
0.838, 2.562e-7
0.837, 2.573e-7
0.836, 2.566e-7
0.835, 2.562e-7
0.834, 2.564e-7
0.833, 2.576e-7
0.832, 2.567e-7
0.831, 2.572e-7
0.830, 2.588e-7
0.829, 2.577e-7
0.828, 2.576e-7
0.827, 2.591e-7
0.826, 2.586e-7
0.825, 2.584e-7
0.824, 2.594e-7
0.823, 2.580e-7
0.822, 2.585e-7
0.821, 2.595e-7
0.820, 2.594e-7
0.819, 2.561e-7
0.818, 2.598e-7
0.817, 2.598e-7
0.816, 2.605e-7
0.815, 2.593e-7
0.814, 2.618e-7
0.813, 2.604e-7
0.812, 2.600e-7
0.811, 2.621e-7
0.810, 2.601e-7
0.809, 2.605e-7
0.808, 2.626e-7
0.807, 2.621e-7
0.806, 2.603e-7
0.805, 2.631e-7
0.804, 2.627e-7
0.803, 2.626e-7
0.802, 2.624e-7
0.801, 2.632e-7
0.800, 2.626e-7
0.799, 2.632e-7
0.798, 2.638e-7
0.797, 2.634e-7
0.796, 2.627e-7
0.795, 2.659e-7
0.794, 2.645e-7
0.793, 2.641e-7
0.792, 2.650e-7
0.791, 2.653e-7
0.790, 2.648e-7
0.789, 2.660e-7
0.788, 2.646e-7
0.787, 2.643e-7
0.786, 2.646e-7
0.785, 2.661e-7
0.784, 2.659e-7
0.783, 2.670e-7
0.782, 2.673e-7
0.781, 2.657e-7
0.780, 2.663e-7
0.779, 2.681e-7
0.778, 2.662e-7
0.777, 2.657e-7
0.776, 2.670e-7
0.775, 2.673e-7
0.774, 2.674e-7
0.773, 2.687e-7
0.772, 2.693e-7
0.771, 2.679e-7
0.770, 2.681e-7
0.769, 2.699e-7
0.768, 2.673e-7
0.767, 2.677e-7
0.766, 2.700e-7
0.765, 2.687e-7
0.764, 2.681e-7
0.763, 2.707e-7
0.762, 2.695e-7
0.761, 2.702e-7
0.760, 2.718e-7
0.759, 2.712e-7
0.758, 2.700e-7
0.757, 2.711e-7
0.756, 2.713e-7
0.755, 2.705e-7
0.754, 2.702e-7
0.753, 2.712e-7
0.752, 2.713e-7
0.751, 2.717e-7
0.750, 2.718e-7
0.749, 2.721e-7
0.748, 2.708e-7
0.747, 2.735e-7
0.746, 2.726e-7
0.745, 2.729e-7
0.744, 2.737e-7
0.743, 2.729e-7
0.742, 2.739e-7
0.741, 2.734e-7
0.740, 2.736e-7
0.739, 2.754e-7
0.738, 2.730e-7
0.737, 2.754e-7
0.736, 2.739e-7
0.735, 2.745e-7
0.734, 2.755e-7
0.733, 2.758e-7
0.732, 2.739e-7
0.731, 2.756e-7
0.730, 2.741e-7
0.729, 2.736e-7
0.728, 2.770e-7
0.727, 2.772e-7
0.726, 2.752e-7
0.725, 2.761e-7
0.724, 2.756e-7
0.723, 2.761e-7
0.722, 2.767e-7
0.721, 2.767e-7
0.720, 2.772e-7
0.719, 2.766e-7
0.718, 2.779e-7
0.717, 2.759e-7
0.716, 2.749e-7
0.715, 2.786e-7
0.714, 2.786e-7
0.713, 2.774e-7
0.712, 2.785e-7
0.711, 2.779e-7
0.710, 2.779e-7
0.709, 2.789e-7
0.708, 2.789e-7
0.707, 2.790e-7
0.706, 2.791e-7
0.705, 2.796e-7
0.704, 2.781e-7
0.703, 2.791e-7
0.702, 2.792e-7
0.701, 2.806e-7
0.700, 2.800e-7
0.699, 2.806e-7
0.698, 2.795e-7
0.697, 2.801e-7
0.696, 2.812e-7
0.695, 2.804e-7
0.694, 2.794e-7
0.693, 2.819e-7
0.692, 2.814e-7
0.691, 2.824e-7
0.690, 2.819e-7
0.689, 2.814e-7
0.688, 2.819e-7
0.687, 2.799e-7
0.686, 2.833e-7
0.685, 2.825e-7
0.684, 2.810e-7
0.683, 2.830e-7
0.682, 2.828e-7
0.681, 2.814e-7
0.680, 2.838e-7
0.679, 2.819e-7
0.678, 2.813e-7
0.677, 2.841e-7
0.676, 2.829e-7
0.675, 2.836e-7
0.674, 2.828e-7
0.673, 2.838e-7
0.672, 2.838e-7
0.671, 2.838e-7
0.670, 2.846e-7
0.669, 2.835e-7
0.668, 2.834e-7
0.667, 2.845e-7
0.666, 2.833e-7
0.665, 2.832e-7
0.664, 2.851e-7
0.663, 2.849e-7
0.662, 2.835e-7
0.661, 2.849e-7
0.660, 2.848e-7
0.659, 2.856e-7
0.658, 2.841e-7
0.657, 2.861e-7
0.656, 2.850e-7
0.655, 2.851e-7
0.654, 2.866e-7
0.653, 2.845e-7
0.652, 2.842e-7
0.651, 2.855e-7
0.650, 2.864e-7
0.649, 2.855e-7
0.648, 2.858e-7
0.647, 2.855e-7
0.646, 2.860e-7
0.645, 2.863e-7
0.644, 2.853e-7
0.643, 2.859e-7
0.642, 2.871e-7
0.641, 2.881e-7
0.640, 2.877e-7
0.639, 2.856e-7
0.638, 2.883e-7
0.637, 2.869e-7
0.636, 2.866e-7
0.635, 2.880e-7
0.634, 2.864e-7
0.633, 2.866e-7
0.632, 2.862e-7
0.631, 2.875e-7
0.630, 2.863e-7
0.629, 2.885e-7
0.628, 2.871e-7
0.627, 2.865e-7
0.626, 2.873e-7
0.625, 2.876e-7
0.624, 2.865e-7
0.623, 2.872e-7
0.622, 2.879e-7
0.621, 2.872e-7
0.620, 2.864e-7
0.619, 2.884e-7
0.618, 2.867e-7
0.617, 2.869e-7
0.616, 2.882e-7
0.615, 2.878e-7
0.614, 2.861e-7
0.613, 2.873e-7
0.612, 2.873e-7
0.611, 2.869e-7
0.610, 2.877e-7
0.609, 2.875e-7
0.608, 2.883e-7
0.607, 2.877e-7
0.606, 2.876e-7
0.605, 2.869e-7
0.604, 2.878e-7
0.603, 2.886e-7
0.602, 2.875e-7
0.601, 2.868e-7
0.600, 2.887e-7
0.599, 2.866e-7
0.598, 2.877e-7
0.597, 2.882e-7
0.596, 2.875e-7
0.595, 2.880e-7
0.594, 2.873e-7
0.593, 2.876e-7
0.592, 2.866e-7
0.591, 2.871e-7
0.590, 2.875e-7
0.589, 2.884e-7
0.588, 2.881e-7
0.587, 2.888e-7
0.586, 2.869e-7
0.585, 2.871e-7
0.584, 2.878e-7
0.583, 2.876e-7
0.582, 2.868e-7
0.581, 2.875e-7
0.580, 2.873e-7
0.579, 2.878e-7
0.578, 2.874e-7
0.577, 2.878e-7
0.576, 2.865e-7
0.575, 2.865e-7
0.574, 2.876e-7
0.573, 2.864e-7
0.572, 2.874e-7
0.571, 2.873e-7
0.570, 2.867e-7
0.569, 2.870e-7
0.568, 2.875e-7
0.567, 2.874e-7
0.566, 2.870e-7
0.565, 2.873e-7
0.564, 2.867e-7
0.563, 2.855e-7
0.562, 2.862e-7
0.561, 2.871e-7
0.560, 2.867e-7
0.559, 2.856e-7
0.558, 2.868e-7
0.557, 2.870e-7
0.556, 2.867e-7
0.555, 2.873e-7
0.554, 2.859e-7
0.553, 2.857e-7
0.552, 2.872e-7
0.551, 2.858e-7
0.550, 2.853e-7
0.549, 2.860e-7
0.548, 2.861e-7
0.547, 2.854e-7
0.546, 2.858e-7
0.545, 2.856e-7
0.544, 2.858e-7
0.543, 2.853e-7
0.542, 2.852e-7
0.541, 2.853e-7
0.540, 2.859e-7
0.539, 2.860e-7
0.538, 2.854e-7
0.537, 2.862e-7
0.536, 2.869e-7
0.535, 2.852e-7
0.534, 2.846e-7
0.533, 2.849e-7
0.532, 2.850e-7
0.531, 2.837e-7
0.530, 2.847e-7
0.529, 2.850e-7
0.528, 2.843e-7
0.527, 2.838e-7
0.526, 2.857e-7
0.525, 2.832e-7
0.524, 2.825e-7
0.523, 2.845e-7
0.522, 2.827e-7
0.521, 2.836e-7
0.520, 2.844e-7
0.519, 2.834e-7
0.518, 2.831e-7
0.517, 2.837e-7
0.516, 2.839e-7
0.515, 2.830e-7
0.514, 2.831e-7
0.513, 2.830e-7
0.512, 2.805e-7
0.511, 2.811e-7
0.510, 2.829e-7
0.509, 2.815e-7
0.508, 2.817e-7
0.507, 2.825e-7
0.506, 2.823e-7
0.505, 2.816e-7
0.504, 2.821e-7
0.503, 2.818e-7
0.502, 2.812e-7
0.501, 2.814e-7
0.500, 2.821e-7
0.499, 2.807e-7
0.498, 2.811e-7
0.497, 2.810e-7
0.496, 2.807e-7
0.495, 2.805e-7
0.494, 2.805e-7
0.493, 2.802e-7
0.492, 2.804e-7
0.491, 2.817e-7
0.490, 2.793e-7
0.489, 2.796e-7
0.488, 2.799e-7
0.487, 2.798e-7
